X1 lower, X1 upper, X3 lower, X3 upper, Result, Total Time, DNN Time, Num Branches, Num Flowpipes
-0.534300, -0.534250, 0.300000, 2.000000, SAFE, 42363.670391, 22337.115234, 2, 1713
-0.536700, -0.536650, 0.300000, 2.000000, SAFE, 42609.865138, 22350.949219, 1, 1712
-0.534950, -0.534900, 0.300000, 2.000000, SAFE, 42352.076980, 22266.343750, 1, 1712
-0.535900, -0.535850, 0.300000, 2.000000, SAFE, 42585.639816, 22360.167969, 1, 1712
-0.536150, -0.536100, 0.300000, 2.000000, SAFE, 42592.150980, 22483.115234, 1, 1712
-0.534400, -0.534350, 0.300000, 2.000000, SAFE, 42781.797528, 22586.296875, 2, 1713
-0.535850, -0.535800, 0.300000, 2.000000, SAFE, 42466.752615, 22323.037109, 1, 1712
-0.534550, -0.534500, 0.300000, 2.000000, SAFE, 42428.834334, 22429.695312, 1, 1712
-0.534200, -0.534150, 0.300000, 2.000000, SAFE, 42533.121289, 22313.281250, 2, 1713
-0.536050, -0.536000, 0.300000, 2.000000, SAFE, 42595.512717, 22416.564453, 1, 1712
-0.535200, -0.535150, 0.300000, 2.000000, SAFE, 42907.654915, 22534.166016, 1, 1712
-0.536300, -0.536250, 0.300000, 2.000000, SAFE, 42496.856623, 22403.976562, 1, 1712
-0.536600, -0.536550, 0.300000, 2.000000, SAFE, 42413.213102, 22352.117188, 1, 1712
-0.536100, -0.536050, 0.300000, 2.000000, SAFE, 42518.382615, 22518.855469, 1, 1712
-0.535400, -0.535350, 0.300000, 2.000000, SAFE, 42481.345718, 22446.013672, 1, 1712
-0.534600, -0.534550, 0.300000, 2.000000, SAFE, 42648.689208, 22283.310547, 1, 1712
-0.535350, -0.535300, 0.300000, 2.000000, SAFE, 42460.083767, 22291.005859, 1, 1712
-0.536200, -0.536150, 0.300000, 2.000000, SAFE, 42554.990904, 22321.333984, 1, 1712
-0.535750, -0.535700, 0.300000, 2.000000, SAFE, 42679.742989, 22317.957031, 1, 1712
-0.535700, -0.535650, 0.300000, 2.000000, SAFE, 42334.889043, 22315.958984, 1, 1712
-0.536450, -0.536400, 0.300000, 2.000000, SAFE, 42364.900960, 22277.179688, 1, 1712
-0.535150, -0.535100, 0.300000, 2.000000, SAFE, 42247.301292, 22147.416016, 1, 1712
-0.536000, -0.535950, 0.300000, 2.000000, SAFE, 42292.643652, 22169.619141, 1, 1712
-0.536750, -0.536700, 0.300000, 2.000000, SAFE, 42855.301638, 22412.828125, 1, 1712
-0.535000, -0.534950, 0.300000, 2.000000, SAFE, 42664.355869, 22490.707031, 1, 1712
-0.536400, -0.536350, 0.300000, 2.000000, SAFE, 42248.682639, 22274.986328, 1, 1712
-0.534500, -0.534450, 0.300000, 2.000000, SAFE, 42343.090898, 22233.925781, 1, 1712
-0.534900, -0.534850, 0.300000, 2.000000, SAFE, 42507.981398, 22395.783203, 1, 1712
-0.535450, -0.535400, 0.300000, 2.000000, SAFE, 42518.889470, 22350.578125, 1, 1712
-0.535550, -0.535500, 0.300000, 2.000000, SAFE, 42342.927908, 22233.992188, 1, 1712
-0.535050, -0.535000, 0.300000, 2.000000, SAFE, 42428.350777, 22301.031250, 1, 1712
-0.534700, -0.534650, 0.300000, 2.000000, SAFE, 42494.558245, 22488.054688, 1, 1712
-0.536350, -0.536300, 0.300000, 2.000000, SAFE, 42775.587778, 22419.617188, 1, 1712
-0.534450, -0.534400, 0.300000, 2.000000, SAFE, 42651.423444, 22343.070312, 1, 1712
-0.534350, -0.534300, 0.300000, 2.000000, SAFE, 42758.098496, 22504.304688, 2, 1713
-0.534650, -0.534600, 0.300000, 2.000000, SAFE, 42644.312594, 22435.925781, 1, 1712
-0.534800, -0.534750, 0.300000, 2.000000, SAFE, 42329.263291, 22180.285156, 1, 1712
-0.515800, -0.515750, 0.300000, 2.000000, SAFE, 44576.723765, 23432.507812, 1, 1674
-0.516000, -0.515950, 0.300000, 2.000000, SAFE, 44867.437972, 23485.669922, 1, 1674
-0.515950, -0.515900, 0.300000, 2.000000, SAFE, 44715.048622, 23471.365234, 1, 1674
-0.515850, -0.515800, 0.300000, 2.000000, SAFE, 44743.601621, 23555.578125, 1, 1674
-0.515900, -0.515850, 0.300000, 2.000000, SAFE, 44843.815589, 23561.337891, 1, 1674
-0.575400, -0.575350, 0.300000, 2.000000, SAFE, 46479.349222, 24392.968750, 3, 1828
-0.574550, -0.574500, 0.300000, 2.000000, SAFE, 46429.450660, 24559.929688, 2, 1808
-0.575100, -0.575050, 0.300000, 2.000000, SAFE, 45560.914819, 24040.126953, 2, 1808
-0.574950, -0.574900, 0.300000, 2.000000, SAFE, 46512.814384, 24375.660156, 3, 1828
-0.574350, -0.574300, 0.300000, 2.000000, SAFE, 45756.191237, 24184.298828, 2, 1808
-0.575500, -0.575450, 0.300000, 2.000000, SAFE, 46080.789589, 24376.605469, 3, 1828
-0.574500, -0.574450, 0.300000, 2.000000, SAFE, 45864.364681, 24203.873047, 2, 1808
-0.574400, -0.574350, 0.300000, 2.000000, SAFE, 45639.295236, 24106.330078, 2, 1808
-0.574100, -0.574050, 0.300000, 2.000000, SAFE, 45612.302719, 24131.089844, 2, 1808
-0.574850, -0.574800, 0.300000, 2.000000, SAFE, 46397.244630, 24497.285156, 3, 1828
